CUSTOMERID,GEOGRAPHY,GENDER,AGE,TENURE,BALANCE,NUMOFPRODUCTS,HASCRCARD,ISACTIVEMEMBER,ESTIMATEDSALARY,EXITED,TRANSACTIONTIMESTAMP,DEBTTOINCOME,PREDICTED_CHURN,CREDITSCORE
5639,Italy,Female,19,3,130072.29,3,1,0,142583.64,1,1/13/25 8:53,60,9999,700
5640,France,Female,30,0,0,4,1,1,97979.9,1,1/21/25 23:05,52,9999,663
5641,Italy,Male,26,2,0,3,1,0,91514.83,0,1/28/25 16:17,52,9999,562
5642,Italy,Female,26,3,130072.29,3,0,0,180295.39,1,1/31/25 13:52,74,9999,632
5643,Italy,Male,65,1,0,3,0,0,128290.79,1,1/22/25 13:07,61,9999,463
5644,France,Male,18,5,0,4,0,0,23912.32,1,1/12/25 13:26,98,9999,534
5645,Italy,Male,22,7,130072.29,3,1,1,227844.03,1,1/18/25 9:19,105,9999,488
5646,Italy,Male,20,5,0,4,1,0,225014.82,1,2/2/25 22:45,102,9999,414
5647,Italy,Male,18,9,130072.29,1,1,0,109212.32,1,2/3/25 9:53,59,9999,336
5648,Spain,Female,23,2,130072.29,3,1,0,8370.19,1,1/26/25 3:51,68,9999,390
5649,Italy,Male,93,8,130072.29,2,1,0,19761.61,1,1/24/25 21:51,96,9999,409
5650,Germany,Female,23,3,0,4,1,0,125441.28,1,2/2/25 13:55,103,9999,295
5651,Italy,Male,30,5,130072.29,3,0,0,24949.98,1,1/1/25 12:18,56,9999,621
5652,Italy,Female,20,3,0,2,1,1,113590.54,1,1/28/25 8:52,88,9999,361
5653,France,Female,29,3,0,4,1,1,51488.2,1,1/19/25 2:10,81,9999,656
5654,Italy,Male,92,10,0,2,0,1,201605.6,1,1/13/25 13:15,72,9999,294
5655,Spain,Female,23,1,0,2,0,1,95055.61,1,1/31/25 17:58,99,9999,650
5656,Spain,Male,63,9,0,2,1,0,97729.66,1,1/19/25 21:38,68,9999,496
5657,Germany,Male,95,1,0,2,1,0,11108.99,0,1/1/25 7:44,116,9999,353
5658,France,Male,28,1,0,1,0,1,165172.19,1,2/2/25 1:16,74,9999,334
5659,Italy,Female,23,1,0,2,0,1,194498.8,1,2/3/25 22:14,74,9999,699
5660,Italy,Female,30,7,0,2,0,0,69551.61,1,1/12/25 23:57,55,9999,383
5661,Spain,Female,62,9,0,2,0,1,156115.04,1,1/14/25 7:14,64,9999,357
5662,France,Female,21,3,130072.29,1,1,0,163489.36,1,1/30/25 9:39,112,9999,267
5663,France,Male,26,3,130072.29,4,0,1,159268.02,1,1/7/25 13:34,69,9999,343
5664,Italy,Male,23,9,0,3,1,1,176085.19,0,1/23/25 5:10,92,9999,399
5665,Italy,Female,23,9,130072.29,2,1,1,197322.09,1,1/24/25 21:31,116,9999,495
5666,Spain,Female,65,10,130072.29,1,1,1,190722.25,0,1/4/25 12:53,53,9999,538
5667,Italy,Male,25,2,0,1,0,0,145637.98,1,1/4/25 3:29,55,9999,663
5668,Italy,Female,24,4,130072.29,1,1,0,235024.36,1,1/18/25 0:42,108,9999,458
5669,Italy,Male,29,3,130072.29,3,0,0,196212.69,1,1/2/25 17:42,101,9999,375
5670,Germany,Female,22,6,0,1,1,0,223260.31,1,1/24/25 16:49,68,9999,484
5671,Italy,Female,22,9,0,2,0,1,129417.35,1,1/1/25 11:06,75,9999,665
5672,Germany,Female,27,6,130072.29,2,0,0,176616.74,1,1/29/25 8:10,97,9999,675
5673,Italy,Male,25,5,0,2,1,0,216454.62,1,1/10/25 4:18,104,9999,371
5674,Spain,Male,23,6,0,3,1,0,137244.67,0,1/20/25 20:10,108,9999,387
5675,Germany,Female,19,6,0,1,0,0,219137.47,1,1/7/25 10:54,87,9999,364
5676,Italy,Female,27,7,0,2,1,0,182682.37,1,1/14/25 8:43,54,9999,669
5677,France,Female,56,10,130072.29,2,0,1,189676.69,1,2/2/25 8:50,91,9999,411
5678,Italy,Female,63,0,0,4,1,1,232199.19,1,1/30/25 8:25,84,9999,450
5679,Italy,Female,22,2,0,4,0,1,85922.99,1,1/15/25 1:46,118,9999,483
5680,Spain,Female,29,2,130072.29,4,1,0,150693.21,1,1/11/25 16:06,52,9999,277
5681,Italy,Female,64,4,130072.29,2,0,0,71801.73,1,1/28/25 7:24,90,9999,260
5682,Italy,Female,25,9,130072.29,3,1,1,134650.04,1,1/21/25 6:01,81,9999,455
5683,Italy,Male,81,6,0,2,0,1,113693.97,1,1/11/25 6:28,85,9999,416
5684,Italy,Male,74,9,130072.29,1,0,0,117068.62,1,2/1/25 5:06,79,9999,496
5685,Spain,Male,21,5,0,4,0,0,56101.4,1,1/29/25 20:35,88,9999,296
5686,Italy,Male,22,3,130072.29,1,1,0,158247.68,1,1/17/25 0:07,109,9999,495
5687,Spain,Female,21,5,0,4,1,1,199916.66,1,1/2/25 4:10,105,9999,376
5688,Spain,Male,21,6,130072.29,3,0,1,70821.18,1,1/13/25 23:30,107,9999,396
5689,Italy,Male,76,3,130072.29,3,1,1,35361.89,0,1/21/25 6:10,75,9999,367
5690,Italy,Female,81,10,0,3,1,1,67563.02,0,1/17/25 13:04,54,9999,648
5691,Spain,Male,18,7,0,1,1,1,190031.48,1,1/28/25 0:49,105,9999,631
5692,Italy,Male,29,4,130072.29,3,0,1,20534.24,1,1/8/25 7:05,82,9999,661
5693,Italy,Male,28,2,130072.29,3,0,1,156361.38,1,1/13/25 16:40,58,9999,401
5694,Italy,Male,25,1,0,4,0,1,205853.08,1,1/10/25 0:19,81,9999,321
5695,France,Male,29,0,0,1,1,1,201405.45,1,1/14/25 4:48,77,9999,612
5696,Germany,Female,84,3,130072.29,2,1,1,246946.64,0,1/20/25 1:23,72,9999,386
5697,Italy,Female,21,1,0,3,1,1,198546.79,1,1/25/25 5:10,118,9999,424
5698,Italy,Female,20,2,0,2,1,0,38034.6,1,1/3/25 14:00,111,9999,538
5699,Spain,Male,18,0,130072.29,2,0,1,90044.83,1,1/24/25 1:17,97,9999,695
5700,Germany,Male,24,5,0,2,1,1,58160.51,1,1/28/25 8:28,115,9999,268
5701,France,Male,24,3,0,2,1,1,97213.18,1,1/29/25 2:58,111,9999,444
5702,Germany,Female,26,4,0,3,0,0,161044.24,1,1/21/25 16:40,118,9999,579
5703,Italy,Male,27,7,130072.29,3,1,0,76008.99,1,1/6/25 4:12,105,9999,673
5704,Germany,Male,43,10,0,3,1,0,36548.28,1,1/2/25 19:44,85,9999,424
5705,Italy,Male,25,3,0,1,1,0,179979.74,1,2/1/25 19:25,85,9999,698
5706,Italy,Male,24,5,0,1,0,0,33712.92,1,1/12/25 19:20,105,9999,662
5707,Germany,Female,58,2,0,2,1,1,237236.33,1,1/1/25 21:46,56,9999,683
5708,Italy,Female,63,7,0,4,0,1,156551.41,1,1/27/25 1:15,81,9999,603
5709,Spain,Male,22,2,0,1,1,0,192279.75,1,1/3/25 0:05,50,9999,390
5710,Italy,Female,23,6,0,2,0,1,206948.83,1,1/13/25 2:24,107,9999,495
5711,Spain,Female,58,6,0,2,0,0,162537.81,1,1/18/25 23:52,69,9999,634
5712,Spain,Female,19,2,0,3,0,1,176989.41,1,1/27/25 2:04,83,9999,667
5713,Italy,Male,24,2,0,3,0,1,198635.3,1,2/2/25 13:10,100,9999,342
5714,Germany,Female,26,9,130072.29,1,1,1,116252.48,1,1/31/25 23:53,85,9999,681
5715,Italy,Female,21,9,130072.29,3,0,1,5674.87,0,1/3/25 6:30,75,9999,488
5716,Spain,Male,21,10,130072.29,1,1,1,241912.07,1,1/23/25 4:35,82,9999,454
5717,Italy,Female,25,7,130072.29,3,0,1,64466.86,1,1/29/25 4:39,50,9999,297
5718,Germany,Female,42,10,0,4,0,1,41673.92,1,1/25/25 16:35,116,9999,682
5719,Italy,Female,61,2,0,3,0,1,230207.18,1,1/21/25 9:44,99,9999,494
5720,Italy,Male,91,1,0,1,1,1,137603.18,1,1/2/25 15:42,84,9999,569
5721,Italy,Male,19,4,0,2,0,0,72536.72,1,1/12/25 13:24,84,9999,566
5722,Italy,Female,22,10,130072.29,1,0,0,233282.46,1,1/3/25 6:43,108,9999,662
5723,Germany,Male,43,6,130072.29,3,0,1,214563.94,0,1/12/25 22:41,62,9999,544
5724,France,Male,28,7,130072.29,2,1,1,116673.89,1,1/28/25 3:18,71,9999,377
5725,France,Male,24,0,130072.29,3,1,0,239264.74,1,1/31/25 2:37,105,9999,593
5726,Italy,Female,21,1,0,3,0,0,27839.33,1,1/28/25 15:19,54,9999,531
5727,Italy,Female,23,6,0,3,0,0,234713.94,1,1/15/25 21:08,92,9999,266
5728,Italy,Male,25,8,0,2,1,0,117789.39,1,1/21/25 17:02,104,9999,320
5729,Germany,Female,21,2,0,3,0,0,118051.42,1,1/23/25 8:09,64,9999,518
5730,Spain,Male,88,7,0,4,0,1,116063.68,1,2/2/25 5:41,91,9999,574
5731,Italy,Male,19,9,0,1,1,1,110472.53,1,1/8/25 5:40,58,9999,531
5732,Italy,Female,92,2,130072.29,4,0,0,136657.7,1,1/20/25 7:05,120,9999,554
5733,Italy,Male,61,3,0,4,1,0,248814.23,0,2/3/25 11:14,106,9999,700
5734,France,Male,25,1,0,1,0,0,8547.53,0,1/17/25 13:41,59,9999,256
5735,France,Male,39,8,130072.29,1,1,0,127517.12,1,1/26/25 4:04,113,9999,563
5736,Germany,Male,30,4,0,2,1,0,74489.24,1,1/5/25 19:55,90,9999,554
5737,Italy,Female,21,4,0,4,0,1,47010.93,0,1/28/25 9:11,62,9999,352
5738,Germany,Male,24,3,0,4,0,0,231648.08,1,1/10/25 22:30,65,9999,558
5739,France,Female,27,4,0,1,0,1,99199.02,1,1/21/25 23:10,109,9999,442
5740,Italy,Male,29,0,130072.29,3,1,1,138867.36,0,1/9/25 0:45,80,9999,490
5741,France,Female,28,9,0,4,0,0,232942.47,1,1/25/25 3:21,104,9999,311
5742,Italy,Male,26,9,0,2,1,0,122454.81,1,1/19/25 0:31,120,9999,266
5743,Italy,Male,26,5,0,3,1,1,75608.28,1,1/25/25 1:28,83,9999,420
5744,Spain,Female,27,10,130072.29,4,0,1,28712.6,1,1/3/25 21:13,53,9999,274
5745,Italy,Female,26,3,0,3,0,1,151599.7,1,1/13/25 6:08,104,9999,500
5746,Germany,Male,28,3,130072.29,4,0,1,228340.38,1,1/13/25 3:06,115,9999,502
5747,France,Male,71,4,130072.29,3,0,1,24786.69,1,1/7/25 15:26,108,9999,636
5748,Italy,Male,29,0,0,4,0,0,114250.95,0,2/2/25 23:11,90,9999,456
5749,France,Male,35,3,0,1,0,0,167834.16,1,1/3/25 2:07,115,9999,278
5750,France,Male,29,9,130072.29,1,0,1,29674.26,1,1/28/25 9:53,96,9999,366
5751,Italy,Female,29,2,130072.29,2,0,1,24285.1,0,1/26/25 16:15,76,9999,665
5752,Italy,Female,28,4,0,4,1,0,55101.54,1,1/14/25 23:50,70,9999,531
5753,Italy,Male,18,9,0,2,1,1,37171.55,1,1/17/25 17:56,60,9999,629
5754,Italy,Female,95,4,130072.29,1,1,0,97566.12,1,1/15/25 15:53,71,9999,393
5755,Italy,Female,18,7,0,4,0,0,105495.87,1,1/7/25 2:15,72,9999,274
5756,Italy,Male,25,0,130072.29,1,1,1,115922.78,1,1/27/25 5:52,114,9999,559
5757,Italy,Female,19,2,130072.29,3,1,0,125324.57,1,1/18/25 14:12,108,9999,405
5758,Spain,Male,19,4,0,1,0,0,19271.65,1,2/3/25 1:36,119,9999,322
5759,Italy,Female,51,10,130072.29,3,1,1,167426.53,1,2/3/25 5:28,77,9999,369
5760,Germany,Female,25,2,130072.29,1,1,0,184760.66,1,1/1/25 23:04,74,9999,561
5761,France,Female,52,5,0,3,1,0,38621.86,1,1/31/25 5:12,50,9999,570
5762,Germany,Female,23,9,0,1,0,1,60607.09,1,2/1/25 3:24,81,9999,342
5763,Italy,Female,22,2,130072.29,1,0,0,73738.2,0,1/1/25 1:30,78,9999,335
5764,Spain,Male,22,5,0,4,0,0,106965.94,1,1/7/25 11:01,69,9999,585
5765,France,Female,29,7,130072.29,4,0,1,103382.95,1,1/21/25 12:58,95,9999,674
5766,Germany,Male,55,3,0,4,1,1,55389.19,1,1/28/25 5:59,106,9999,613
5767,Italy,Female,26,7,130072.29,2,1,0,23000.11,1,1/22/25 10:47,61,9999,684
5768,Italy,Female,25,6,130072.29,2,1,0,76164.02,1,1/1/25 18:09,88,9999,367
5769,France,Female,90,10,0,3,1,1,195907.73,1,1/2/25 23:41,57,9999,482
5770,Italy,Male,20,10,0,2,0,1,19295.69,1,1/20/25 21:33,77,9999,448
5771,Italy,Female,27,3,0,2,1,1,94708.38,0,1/18/25 20:05,80,9999,455
5772,Italy,Female,25,2,130072.29,1,1,0,52232.31,1,1/28/25 7:08,64,9999,662
5773,France,Male,19,4,130072.29,3,0,1,179565.31,0,1/13/25 12:28,109,9999,588
5774,Spain,Male,22,4,130072.29,2,1,1,86204.24,1,1/16/25 10:17,88,9999,396
5775,Italy,Male,18,6,0,4,1,0,102333.12,1,1/22/25 5:35,70,9999,699
5776,Germany,Female,69,10,0,4,0,1,229689.81,0,1/31/25 17:07,57,9999,674
5777,France,Female,29,0,0,2,0,1,154743.38,1,1/22/25 10:06,91,9999,678
5778,Italy,Female,55,8,0,1,0,1,206836.14,1,1/18/25 17:54,108,9999,520
5779,Spain,Female,27,1,0,4,0,0,172803.26,1,1/8/25 5:23,69,9999,636
5780,Spain,Male,29,8,0,4,0,1,240201.06,0,1/27/25 14:42,110,9999,388
5781,Germany,Male,31,8,130072.29,1,1,0,145034.38,1,1/20/25 17:41,60,9999,430
5782,Italy,Female,76,2,0,4,1,0,66230.84,1,1/31/25 6:42,81,9999,679
5783,France,Male,19,6,130072.29,1,0,0,175118.6,0,1/19/25 21:07,53,9999,279
5784,Italy,Male,24,2,0,3,0,1,205962.7,1,1/29/25 21:56,78,9999,306
5785,Italy,Male,32,7,130072.29,1,0,1,242056.79,0,1/15/25 9:46,54,9999,481
5786,Italy,Female,86,7,130072.29,3,0,1,156348.81,1,2/3/25 10:50,88,9999,395
5787,Germany,Male,91,2,130072.29,1,0,0,206381.6,1,1/11/25 5:50,72,9999,684
5788,Spain,Female,29,4,0,2,0,0,179101.08,1,1/15/25 10:17,65,9999,633
5789,Italy,Female,21,6,130072.29,4,0,1,194884.05,1,1/21/25 9:05,99,9999,297
5790,Italy,Female,20,0,0,3,1,1,151453.78,1,1/3/25 16:02,60,9999,443
5791,Spain,Male,84,2,0,4,1,0,76311.2,1,1/5/25 6:40,97,9999,473
5792,Italy,Male,26,0,130072.29,1,1,0,26462.4,1,1/14/25 7:28,83,9999,385
5793,France,Male,21,1,130072.29,1,1,0,181378.56,1,1/27/25 14:40,70,9999,271
5794,Italy,Male,81,6,0,4,0,0,208231.12,1,1/31/25 6:41,112,9999,255
5795,Italy,Female,19,6,0,2,1,0,193933.68,1,2/3/25 15:01,66,9999,453
5796,Spain,Female,37,2,0,2,0,1,14707.19,1,1/13/25 2:29,83,9999,488
5797,Italy,Female,29,5,130072.29,4,1,1,18471.41,1,2/3/25 4:31,100,9999,434
5798,Italy,Male,19,5,130072.29,2,1,0,30267.14,1,1/7/25 20:30,116,9999,609
5799,Italy,Male,24,1,0,1,1,1,206988.14,1,1/16/25 10:36,73,9999,541
5800,Spain,Male,20,8,130072.29,4,0,0,154603.89,1,1/28/25 5:59,71,9999,584
5801,Spain,Female,29,7,0,4,0,1,149477.6,1,2/3/25 5:22,59,9999,469
5802,Italy,Female,26,1,130072.29,4,1,0,57266.36,1,1/23/25 14:17,54,9999,365
5803,Italy,Male,18,3,130072.29,4,0,1,23756.24,0,1/13/25 2:56,80,9999,562
5804,France,Female,90,8,0,2,0,1,200048.87,1,2/1/25 14:06,73,9999,298
5805,Italy,Female,24,3,130072.29,2,1,0,207959.06,0,1/25/25 3:12,60,9999,422
5806,France,Male,22,6,0,3,0,1,66581.25,1,1/8/25 6:29,100,9999,331
5807,Italy,Male,22,4,0,3,0,0,207359,1,1/8/25 5:10,97,9999,571
5808,Italy,Female,20,9,130072.29,3,0,0,81673.16,0,1/12/25 16:18,53,9999,582
5809,France,Male,95,5,0,1,0,1,203933.61,1,1/12/25 20:55,57,9999,294
5810,Italy,Female,23,0,0,3,1,1,21825.47,1,1/25/25 13:20,56,9999,584
5811,Spain,Male,25,3,130072.29,4,0,0,89458.73,1,1/12/25 21:58,81,9999,269
5812,Italy,Female,68,4,0,1,1,1,193751.41,1,2/2/25 9:21,71,9999,697
5813,Italy,Male,29,5,0,2,0,1,75749.6,1,1/10/25 4:14,85,9999,470
5814,Spain,Male,24,5,0,1,1,1,14872.57,1,1/8/25 5:44,78,9999,372
5815,Italy,Male,73,4,130072.29,1,1,1,41833.75,0,1/18/25 18:18,117,9999,483
5816,Germany,Female,41,2,130072.29,4,0,1,240613.17,1,1/1/25 4:06,110,9999,470
5817,Italy,Female,22,10,0,2,1,1,152059.1,1,1/29/25 8:02,102,9999,572
5818,France,Male,29,1,130072.29,3,1,0,48354.82,1,1/28/25 21:18,64,9999,588
5819,Germany,Female,79,6,130072.29,3,0,0,163685.03,1,1/2/25 5:20,97,9999,252
5820,Italy,Female,27,0,130072.29,3,0,1,157711.54,1,1/29/25 9:11,103,9999,431
5821,Germany,Male,38,4,0,2,1,1,104911.06,1,2/3/25 7:05,117,9999,455
5822,France,Male,89,3,130072.29,1,1,0,168360.89,1,1/13/25 6:15,118,9999,569
5823,Italy,Male,30,6,130072.29,4,1,0,32393.13,1,2/3/25 3:36,113,9999,289
5824,France,Female,19,1,130072.29,2,1,1,83746.48,1,1/1/25 7:10,115,9999,308
5825,France,Male,22,10,0,4,1,0,14207.84,1,1/21/25 9:25,99,9999,688
5826,Italy,Female,29,7,0,2,1,1,229043.5,0,1/8/25 0:08,96,9999,311
5827,Italy,Female,23,8,0,2,1,1,223781.58,1,1/18/25 9:00,117,9999,381
5828,Italy,Female,86,9,130072.29,2,1,1,54968.78,0,1/12/25 14:56,62,9999,309
5829,Italy,Male,25,0,130072.29,1,0,0,178375.56,1,1/18/25 17:54,63,9999,621
5830,Germany,Male,26,4,130072.29,4,0,0,204200.03,1,1/3/25 3:58,58,9999,580
5831,Italy,Female,31,3,0,3,1,0,104765.12,1,1/25/25 18:11,77,9999,371
5832,Spain,Female,27,4,0,4,0,0,205151.02,1,1/22/25 2:53,87,9999,356
5833,Italy,Male,25,8,0,3,1,1,125636.79,1,1/8/25 15:09,61,9999,345
5834,Italy,Male,19,2,0,4,1,0,200315.25,1,1/26/25 7:33,62,9999,596
5835,Germany,Male,29,0,0,2,1,1,190550.89,0,1/8/25 9:12,70,9999,663
5836,France,Male,67,10,130072.29,1,0,1,142667.44,1,1/24/25 7:31,104,9999,484
5837,France,Male,30,2,0,2,0,1,129302.71,1,1/26/25 3:56,87,9999,635
5838,Italy,Male,25,3,0,1,0,0,76730.87,1,1/21/25 18:10,101,9999,311
5839,Italy,Male,20,1,0,2,1,0,105799.49,1,1/4/25 4:57,75,9999,505
5840,Italy,Male,56,0,0,3,0,1,100976.84,1,1/9/25 13:42,71,9999,298
5841,Spain,Male,83,0,0,3,1,1,30298.76,1,1/30/25 20:29,100,9999,642
5842,Italy,Female,25,7,130072.29,2,0,0,133399.04,1,1/3/25 16:46,86,9999,597
5843,Spain,Male,37,3,0,4,0,0,147177.08,1,1/2/25 23:51,94,9999,408
5844,France,Male,25,1,0,3,1,0,242407.36,1,1/4/25 10:35,86,9999,373
5845,Italy,Female,27,9,0,2,1,1,74306.39,1,1/25/25 5:34,63,9999,566
5846,France,Male,60,2,130072.29,1,1,0,102867.37,1,1/12/25 2:05,67,9999,456
5847,Germany,Male,19,7,130072.29,1,0,0,140209.58,1,1/23/25 7:07,56,9999,297
5848,Spain,Female,27,5,0,1,0,0,213993.6,1,1/11/25 5:15,109,9999,658
5849,Italy,Male,21,7,130072.29,1,0,0,68201.26,1,1/28/25 11:29,107,9999,669
5850,Italy,Female,24,9,0,4,1,0,62405.6,1,1/14/25 6:20,104,9999,385
5851,Italy,Female,29,4,130072.29,4,1,0,135311.3,0,1/31/25 19:17,83,9999,450
5852,Italy,Male,18,2,0,4,1,1,36498.42,1,1/20/25 23:51,94,9999,499
5853,France,Female,29,5,0,2,0,0,175624.68,1,1/15/25 5:37,52,9999,563
5854,Spain,Female,23,9,0,3,0,0,215647.54,1,1/24/25 7:24,89,9999,606
5855,Italy,Female,30,7,0,1,0,1,12228.69,1,1/22/25 1:23,102,9999,617
5856,Germany,Female,20,4,0,3,1,0,52768.08,1,1/4/25 0:46,80,9999,678
5857,France,Male,38,4,0,2,1,0,146884.05,1,1/29/25 0:13,72,9999,567
5858,Italy,Female,29,2,0,3,1,1,207808.8,0,1/2/25 4:57,114,9999,544
5859,Italy,Female,89,2,0,3,0,0,125068.39,1,1/12/25 1:57,104,9999,563
5860,Germany,Male,76,7,130072.29,3,0,0,197166.42,1,1/13/25 11:23,61,9999,458
5861,Spain,Female,23,10,130072.29,4,0,1,108451.49,0,1/28/25 23:38,50,9999,604
5862,France,Male,18,0,0,2,0,1,99946,1,1/22/25 6:10,60,9999,460
5863,Italy,Female,30,3,0,2,1,1,49504.95,1,1/5/25 4:20,100,9999,441
5864,Italy,Male,29,8,0,2,1,0,42140.52,1,1/14/25 9:48,115,9999,293
5865,Italy,Female,18,5,0,3,0,0,187591.97,1,1/26/25 8:13,94,9999,278
5866,France,Male,20,5,0,4,1,1,46493.1,0,1/19/25 3:07,80,9999,308
5867,Germany,Female,28,9,0,1,0,1,104896.29,1,2/2/25 8:10,102,9999,320
5868,Italy,Male,76,10,0,4,1,0,138525.38,1,2/2/25 0:29,94,9999,341
5869,Germany,Male,75,10,130072.29,1,0,0,69776.96,1,2/2/25 16:43,116,9999,514
5870,France,Male,20,6,130072.29,3,1,0,208938.18,1,1/14/25 12:30,90,9999,632
5871,France,Male,25,10,130072.29,4,1,0,104167.98,1,1/16/25 12:51,77,9999,469
5872,Spain,Male,18,6,130072.29,4,1,0,97299.46,1,1/9/25 22:27,111,9999,639
5873,Italy,Female,26,5,130072.29,1,0,0,48653.4,1,1/27/25 10:55,51,9999,662
5874,Spain,Female,42,8,0,1,1,1,58850.48,1,1/15/25 1:00,114,9999,691
5875,Italy,Male,50,7,0,3,0,1,76363.52,1,1/8/25 9:55,70,9999,650
5876,Italy,Male,27,7,130072.29,4,1,0,90585.62,1,1/3/25 15:44,64,9999,649
5877,Spain,Female,19,1,0,4,1,0,176817.96,1,1/24/25 4:37,104,9999,464
5878,Spain,Female,25,6,0,4,0,0,249094.81,1,1/2/25 17:11,57,9999,636
5879,France,Male,81,0,0,2,1,1,129106.78,1,1/1/25 22:24,69,9999,526
5880,France,Female,22,9,0,1,0,1,177811.54,1,2/2/25 8:01,113,9999,313
5881,Germany,Male,23,7,0,4,1,0,64708.55,1,2/3/25 14:36,88,9999,595
5882,Germany,Male,41,2,130072.29,2,1,1,237038.63,0,1/15/25 14:45,56,9999,541
5883,Italy,Male,38,10,0,4,1,0,203545.71,1,1/21/25 20:28,106,9999,494
5884,Germany,Female,76,8,0,1,0,1,172843.67,1,1/25/25 16:02,80,9999,311
5885,Italy,Male,25,4,130072.29,4,0,1,81781.25,1,1/23/25 9:48,83,9999,675
5886,Italy,Female,27,6,0,4,0,1,24992.75,1,1/13/25 10:42,100,9999,581
5887,Italy,Female,26,6,130072.29,3,1,1,242215.01,1,1/6/25 4:10,105,9999,419
5888,France,Female,80,8,130072.29,3,0,0,182674.85,1,1/16/25 19:01,78,9999,694
5889,Spain,Female,46,1,0,4,1,0,38460.29,1,1/4/25 21:06,112,9999,518
5890,France,Male,59,3,130072.29,2,0,0,140201.39,0,1/23/25 1:30,82,9999,516
5891,Spain,Male,20,7,0,2,0,0,154697.18,1,1/17/25 13:00,94,9999,303
5892,Italy,Female,50,4,130072.29,2,1,0,113645.68,1,1/7/25 8:55,55,9999,265
5893,Germany,Male,26,10,130072.29,4,0,0,120581.9,1,1/27/25 15:09,86,9999,257
5894,Germany,Female,18,4,130072.29,2,0,1,138767.4,1,1/30/25 6:13,102,9999,353
5895,France,Male,19,2,130072.29,3,1,0,201368.98,1,1/11/25 20:34,51,9999,308
5896,France,Male,30,4,0,4,1,1,203864.11,1,1/27/25 11:49,106,9999,562
5897,France,Male,24,6,130072.29,3,1,1,240346.57,1,1/11/25 22:49,100,9999,289
5898,Spain,Male,67,3,0,3,1,1,47115.54,1,1/3/25 11:31,88,9999,486
5899,Germany,Male,38,7,0,2,0,1,32010.66,1,1/26/25 12:42,71,9999,692
5900,Italy,Male,18,10,130072.29,3,0,1,154582.26,1,1/20/25 17:58,92,9999,635
5901,Germany,Female,30,5,130072.29,3,1,1,177439.75,1,1/11/25 13:19,87,9999,343
5902,Italy,Male,21,5,0,1,1,1,88286.21,1,1/19/25 17:07,113,9999,471
5903,Italy,Male,25,5,130072.29,1,1,1,246287.92,1,1/15/25 3:55,86,9999,453
5904,Spain,Male,29,3,130072.29,1,0,1,211092.66,1,1/12/25 17:54,87,9999,387
5905,Italy,Female,68,2,0,2,1,1,125817.32,0,1/21/25 17:11,120,9999,549
5906,Germany,Male,26,9,0,2,0,0,182429.01,1,1/27/25 4:17,80,9999,644
5907,Italy,Male,54,5,130072.29,3,1,0,115999.39,1,1/9/25 21:01,93,9999,456
5908,Italy,Male,48,5,0,3,0,1,53907.47,1,1/12/25 6:42,63,9999,585
5909,Italy,Female,25,1,130072.29,2,1,1,44045.27,1,1/15/25 21:58,101,9999,330
5910,Italy,Male,27,9,130072.29,4,0,1,76044.95,1,1/2/25 12:48,116,9999,467
5911,Germany,Female,31,8,130072.29,4,1,0,224453.81,1,1/26/25 8:15,54,9999,251
5912,Italy,Female,18,3,0,4,0,1,97054.64,1,1/25/25 18:31,91,9999,427
5913,Italy,Male,72,3,0,1,1,0,227143.14,1,1/2/25 20:51,56,9999,645
5914,Italy,Male,46,9,0,3,1,1,200536.23,1,1/12/25 15:22,67,9999,620
5915,Italy,Female,22,10,0,4,0,1,153694.38,1,1/2/25 16:35,106,9999,595
5916,Germany,Female,91,7,130072.29,1,0,1,224868.55,1,1/2/25 4:03,93,9999,528
5917,Italy,Male,21,2,0,3,0,1,51418.49,1,2/1/25 20:05,110,9999,395
5918,France,Male,77,9,0,4,0,1,23674.41,1,1/28/25 1:49,112,9999,567
5919,Spain,Female,24,6,130072.29,4,0,0,188841.88,1,1/22/25 18:49,81,9999,473
5920,France,Female,44,6,130072.29,1,0,0,226826.98,1,1/6/25 14:03,77,9999,618
5921,Germany,Female,26,1,0,4,1,1,98858.11,0,1/18/25 19:20,53,9999,633
5922,Italy,Female,38,2,0,3,1,0,6140.48,0,1/24/25 11:55,64,9999,311
5923,Italy,Male,20,3,130072.29,4,0,0,192751.12,1,1/21/25 10:29,51,9999,543
5924,Spain,Female,23,1,0,1,0,1,94410.15,1,1/8/25 11:01,72,9999,488
5925,Germany,Male,19,8,130072.29,4,1,1,148477.25,1,1/22/25 8:14,108,9999,444
5926,France,Female,66,9,130072.29,1,0,1,56302.25,0,2/1/25 20:27,72,9999,415
5927,France,Female,23,10,130072.29,2,1,1,171923.32,0,1/21/25 23:05,75,9999,700
5928,Italy,Male,30,5,0,4,1,0,135314.66,1,1/11/25 15:10,83,9999,471
5929,Italy,Male,57,0,0,3,1,1,11888.5,1,1/4/25 12:18,62,9999,310
5930,Germany,Male,74,0,130072.29,4,0,1,6498.85,1,1/3/25 7:06,89,9999,378
5931,France,Male,19,7,130072.29,1,1,0,112244.65,1,1/16/25 22:20,100,9999,422
5932,Italy,Female,72,10,130072.29,2,0,1,45164.21,0,1/1/25 12:50,59,9999,405
5933,Spain,Male,21,5,0,3,0,0,226880.78,1,1/18/25 16:34,88,9999,654
